                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                0.83656,                0.56303,                0.99017,                0.94278,                 0.6387,                 1.0107,                0.45767,                0.46842,                0.36995,                 0.1971,                 1.1544,                 2.7088,                 1.2049,                 1.1642,                 2.7668,                 1.1778,             0.00034841,             0.00034841,             0.00034841
                    107,                0.83507,                0.55835,                0.99215,                  0.939,                0.63019,                 1.0115,                0.45942,                0.46069,                0.36104,                0.19461,                 1.1665,                 2.7555,                 1.2153,                 1.1772,                 2.8511,                 1.1858,             0.00034108,             0.00034108,             0.00034108
                    108,                0.83578,                0.56502,                0.99119,                0.94379,                0.63839,                 1.0125,                0.44954,                0.47111,                0.36608,                0.19966,                 1.1505,                 2.6647,                 1.2001,                 1.1609,                 2.7849,                 1.1737,             0.00033374,             0.00033374,             0.00033374
                    109,                0.83086,                0.56048,                0.99218,                0.93984,                 0.6371,                 1.0137,                0.46695,                0.47145,                0.37534,                 0.2015,                 1.1578,                 2.8191,                 1.2137,                 1.1635,                 2.9105,                 1.1769,             0.00032641,             0.00032641,             0.00032641
                    110,                0.82353,                  0.548,                0.98408,                0.93045,                0.61434,                 1.0035,                 0.4699,                0.46274,                0.36846,                0.19778,                 1.1551,                 2.7103,                 1.2159,                 1.1572,                 2.8077,                 1.1817,             0.00031908,             0.00031908,             0.00031908
                    111,                0.83294,                  0.558,                  0.988,                0.94021,                0.62765,                 1.0104,                0.47562,                 0.4562,                0.37116,                0.19941,                 1.1592,                 2.6886,                 1.2072,                 1.1629,                 2.7825,                 1.1824,             0.00031175,             0.00031175,             0.00031175
                    112,                0.82815,                0.54713,                0.98522,                0.93049,                0.60828,                  1.005,                0.48119,                0.45913,                0.36808,                0.19753,                 1.1712,                 2.6994,                 1.2197,                 1.1719,                 2.8094,                 1.1812,             0.00030441,             0.00030441,             0.00030441
                    113,                0.82946,                0.55127,                0.98615,                0.93287,                0.61536,                 1.0071,                0.46913,                0.48447,                0.38013,                0.20594,                 1.1609,                 2.7254,                 1.2263,                 1.1647,                 2.8516,                 1.1906,             0.00029708,             0.00029708,             0.00029708
                    114,                0.82141,                 0.5448,                0.98657,                0.92364,                0.60577,                 1.0063,                0.45434,                0.48027,                0.37456,                0.20151,                 1.1725,                 2.6522,                 1.2152,                 1.1745,                 2.7756,                 1.1844,             0.00028975,             0.00028975,             0.00028975
                    115,                0.82318,                0.54715,                 0.9851,                0.92498,                 0.6132,                 1.0039,                0.46422,                0.47808,                0.36891,                0.19853,                 1.1771,                 2.7072,                 1.2273,                 1.1777,                 2.8331,                 1.1888,             0.00028242,             0.00028242,             0.00028242
                    116,                 0.8252,                0.54785,                 0.9912,                 0.9295,                0.62073,                 1.0107,                0.44514,                0.48133,                0.36941,                0.20514,                  1.153,                 2.6687,                 1.2232,                 1.1563,                 2.7786,                 1.1869,             0.00027508,             0.00027508,             0.00027508
                    117,                0.82426,                0.54051,                0.98648,                0.92462,                0.60491,                 1.0058,                0.46745,                0.46891,                0.37427,                0.20116,                 1.1614,                 2.6514,                 1.2152,                  1.166,                 2.7761,                 1.1852,             0.00026775,             0.00026775,             0.00026775
                    118,                0.82801,                 0.5486,                0.98987,                0.93198,                0.61722,                 1.0108,                0.43953,                0.47189,                 0.3665,                 0.1995,                 1.1617,                 2.6452,                 1.2173,                 1.1691,                 2.7894,                 1.1906,             0.00026042,             0.00026042,             0.00026042
                    119,                0.82414,                0.54449,                0.98591,                0.92739,                0.61733,                 1.0055,                0.44036,                0.48116,                0.36204,                0.19733,                 1.1717,                 2.7347,                 1.2204,                 1.1723,                 2.8438,                 1.1895,             0.00025309,             0.00025309,             0.00025309
                    120,                0.81261,                 0.5328,                0.97982,                  0.915,                0.59937,                 1.0004,                0.45455,                0.46638,                0.36694,                0.20046,                 1.1733,                 2.7343,                 1.2267,                 1.1726,                 2.8468,                  1.192,             0.00024575,             0.00024575,             0.00024575
                    121,                0.81637,                0.53408,                0.98215,                0.91919,                0.60502,                 1.0024,                0.44938,                0.48191,                0.37251,                0.20363,                 1.1707,                 2.7343,                 1.2228,                 1.1721,                 2.8428,                 1.1909,             0.00023842,             0.00023842,             0.00023842
                    122,                 0.8184,                0.53753,                0.98168,                0.92113,                0.60329,                 1.0021,                0.48524,                0.45411,                0.36455,                0.19981,                 1.1774,                 2.7602,                 1.2317,                 1.1778,                 2.8903,                 1.1989,             0.00023109,             0.00023109,             0.00023109
                    123,                 0.8136,                0.53266,                0.98233,                0.91531,                0.59847,                 1.0033,                0.47817,                0.46199,                0.36856,                0.19996,                 1.1735,                 2.7602,                 1.2279,                 1.1726,                 2.8975,                 1.1917,             0.00022376,             0.00022376,             0.00022376
                    124,                0.81662,                0.52997,                0.98082,                 0.9199,                0.59002,                0.99994,                0.47653,                0.47109,                0.37171,                0.20135,                 1.1815,                 2.7523,                 1.2351,                 1.1795,                 2.8751,                 1.1984,             0.00021642,             0.00021642,             0.00021642
                    125,                 0.8099,                0.53257,                0.98093,                0.91379,                0.59981,                 1.0016,                0.47792,                0.46463,                0.37372,                0.20344,                 1.1771,                   2.77,                 1.2296,                  1.175,                 2.8798,                 1.1938,             0.00020909,             0.00020909,             0.00020909
                    126,                0.80781,                0.52632,                0.97925,                0.91107,                0.59296,                 1.0003,                0.46857,                0.47132,                 0.3764,                0.20197,                 1.1795,                  2.725,                 1.2431,                 1.1782,                 2.8389,                 1.2054,             0.00020176,             0.00020176,             0.00020176
                    127,                0.80911,                0.52534,                0.97741,                0.90722,                0.58534,                0.99516,                0.47934,                0.46577,                0.38333,                0.20719,                 1.1739,                 2.7168,                 1.2255,                 1.1729,                 2.8412,                 1.1921,             0.00019442,             0.00019442,             0.00019442
                    128,                0.79882,                0.52328,                 0.9755,                0.90026,                 0.5857,                0.99426,                   0.46,                0.47235,                0.37209,                0.20107,                 1.1725,                 2.7378,                 1.2234,                 1.1728,                 2.8543,                  1.188,             0.00018709,             0.00018709,             0.00018709
                    129,                0.80269,                0.51724,                0.97509,                0.90373,                0.57403,                0.99326,                0.47502,                0.46567,                0.37801,                0.20568,                 1.1681,                 2.6841,                 1.2206,                 1.1715,                  2.808,                 1.1861,             0.00017976,             0.00017976,             0.00017976
                    130,                0.80888,                0.52117,                0.97803,                0.91351,                0.58596,                 0.9967,                 0.4878,                0.46059,                0.37843,                0.20513,                 1.1793,                 2.7566,                 1.2349,                 1.1744,                 2.8906,                 1.1964,             0.00017243,             0.00017243,             0.00017243
                    131,                 0.8041,                0.52105,                0.97681,                0.90639,                0.58542,                0.99763,                 0.4835,                0.46597,                0.37654,                0.20393,                 1.1787,                 2.7194,                 1.2271,                 1.1729,                  2.866,                 1.1902,             0.00016509,             0.00016509,             0.00016509
                    132,                 0.8072,                0.51976,                0.97649,                0.90927,                0.58096,                0.99705,                0.49253,                0.46486,                 0.3795,                0.20533,                 1.1795,                 2.7522,                 1.2341,                 1.1754,                 2.9147,                 1.1998,             0.00015776,             0.00015776,             0.00015776
                    133,                0.80105,                0.51983,                0.97933,                0.90251,                0.58572,                0.99974,                0.47679,                0.48092,                 0.3808,                0.20562,                 1.1715,                 2.7151,                 1.2315,                 1.1659,                 2.8593,                 1.1916,             0.00015043,             0.00015043,             0.00015043
                    134,                0.80107,                0.51743,                 0.9748,                0.90149,                0.58024,                0.99394,                0.46112,                0.47541,                 0.3785,                 0.2042,                 1.1796,                 2.7615,                 1.2325,                 1.1754,                 2.9103,                 1.1948,              0.0001431,              0.0001431,              0.0001431
                    135,                0.79549,                 0.5121,                0.97511,                0.89367,                0.57037,                0.99397,                 0.4737,                0.47012,                0.37608,                0.20522,                 1.1863,                 2.7294,                  1.241,                 1.1821,                  2.884,                 1.2045,             0.00013576,             0.00013576,             0.00013576
                    136,                0.79974,                0.51505,                0.97358,                0.90339,                 0.5809,                0.99374,                0.48027,                0.46798,                0.37803,                0.20554,                 1.1819,                 2.7539,                 1.2371,                 1.1791,                  2.909,                 1.1996,             0.00012843,             0.00012843,             0.00012843
                    137,                0.80218,                0.51594,                0.97681,                0.90249,                0.58134,                0.99736,                0.47107,                0.47478,                0.38178,                 0.2065,                 1.1749,                 2.7483,                 1.2374,                 1.1756,                 2.9075,                 1.2005,              0.0001211,              0.0001211,              0.0001211
                    138,                0.79899,                0.51741,                0.97599,                0.89856,                0.58419,                0.99577,                0.49163,                 0.4596,                 0.3805,                0.20448,                 1.1858,                  2.759,                 1.2439,                 1.1838,                 2.9176,                 1.2047,             0.00011377,             0.00011377,             0.00011377
                    139,                0.78984,                0.50525,                0.97098,                0.88988,                0.56775,                0.99095,                0.47895,                0.46587,                0.37617,                0.20467,                  1.179,                 2.7281,                 1.2361,                 1.1726,                 2.8926,                 1.1933,             0.00010643,             0.00010643,             0.00010643
                    140,                0.79277,                0.50664,                0.97329,                0.89387,                0.56535,                0.99219,                0.49378,                0.45195,                0.38123,                0.20677,                 1.1867,                 2.7231,                 1.2377,                 1.1838,                 2.8858,                  1.196,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    141,                0.76906,                0.49328,                 0.9609,                0.86043,                0.53706,                0.98557,                0.48489,                0.45608,                0.37152,                0.20295,                 1.1939,                  2.786,                 1.2511,                 1.1866,                 3.0099,                 1.2087,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    142,                0.74682,                0.45564,                0.94752,                0.83659,                0.48855,                 0.9696,                0.45777,                0.47462,                0.36498,                 0.1991,                 1.1978,                 2.8078,                 1.2558,                 1.1884,                 3.0534,                 1.2143,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    143,                0.74724,                0.44904,                0.94688,                0.83765,                0.47912,                0.96912,                0.46627,                0.46142,                0.36492,                0.19723,                 1.1992,                  2.838,                 1.2586,                 1.1927,                 3.0738,                 1.2175,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    144,                0.74358,                0.44681,                0.94764,                0.83212,                0.47781,                0.96999,                0.48013,                0.45059,                0.36055,                0.19586,                 1.2037,                 2.8226,                 1.2551,                 1.1971,                 3.0527,                 1.2147,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    145,                0.73926,                0.44327,                0.94287,                0.83018,                0.47172,                0.96556,                 0.4723,                0.46031,                0.36534,                0.19751,                 1.2041,                 2.8387,                 1.2548,                 1.1989,                 3.0659,                 1.2153,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    146,                0.73991,                0.44198,                0.94629,                0.82991,                0.47425,                0.97045,                0.47117,                0.45079,                0.35968,                  0.195,                 1.2042,                 2.8717,                 1.2617,                 1.1977,                  3.094,                 1.2182,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    147,                0.73286,                 0.4372,                0.94448,                0.82134,                0.46921,                 0.9676,                0.47514,                0.45185,                0.36211,                0.19754,                 1.2032,                  2.859,                 1.2563,                 1.1992,                 3.0823,                 1.2188,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    148,                0.73525,                0.43977,                0.94319,                0.82168,                0.46713,                0.96675,                0.47799,                0.46285,                0.37023,                0.19893,                 1.2066,                 2.8611,                 1.2592,                 1.1997,                  3.093,                 1.2198,              4.044e-05,              4.044e-05,              4.044e-05
                    149,                0.73464,                0.43665,                0.94308,                0.82095,                0.46439,                0.96504,                0.48066,                0.46382,                0.36947,                0.19848,                 1.2078,                 2.8614,                   1.26,                 1.1999,                 3.0918,                 1.2201,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    150,                0.72825,                0.43186,                0.94007,                0.81501,                0.46121,                0.96321,                0.48371,                0.45994,                 0.3731,                0.20045,                 1.2073,                 2.8579,                 1.2594,                 1.1971,                 3.0836,                 1.2185,             2.5775e-05,             2.5775e-05,             2.5775e-05
